station_origin,station_destination,flows,population,jobs,distance
Bow Road,Perivale,0,4005,532,24244.470825180837
Bow Road,Piccadilly Circus,21,4005,13641,9073.032925808078
Bow Road,Pimlico,7,4005,5585,11507.686297056274
Bow Road,Plaistow,25,4005,1049,3150.862905388026
Bow Road,Putney Bridge,7,4005,2494,17315.098282321815
Bow Road,Queen's Park,1,4005,2167,14884.255561976885
Bow Road,Queensway,3,4005,1882,12872.48888695088
Bow Road,Ravenscourt Park,5,4005,1895,17346.879198432023
Bow Road,Rayners Lane,0,4005,426,28475.35097428668
Bow Road,Redbridge,0,4005,198,10072.98810358706
Bow Road,Regent's Park,3,4005,3364,10536.0567037588
Bow Road,Richmond,11,4005,5397,24156.540832279305
Bow Road,Royal Oak,1,4005,856,13373.352588862255
Bow Road,Russell Square,5,4005,5172,8593.111832540631
Bow Road,Seven Sisters,0,4005,10191,9675.342766016984
Bow Road,Shepherd's Bush,13,4005,9890,15122.179262075793
Bow Road,Shepherd's Bush Market,0,4005,416,16888.32392436003
Bow Road,Sloane Square,45,4005,8229,11273.569053986519
Bow Road,Snaresbrook,0,4005,512,8883.286277293879
Bow Road,South Kensington,65,4005,15325,12446.774679529302
Bow Road,South Wimbledon,2,4005,1361,19066.539180195276
Bow Road,South Woodford,1,4005,766,10199.13464053473
Bow Road,Southfields,2,4005,1351,20004.48087217613
Bow Road,Southgate,0,4005,874,20257.615179246906
Bow Road,Southwark,7,4005,10326,7361.608279597818
Bow Road,St. James's Park,108,4005,13339,9330.54695535518
Bow Road,St. John's Wood,5,4005,3982,12751.535238573962
Bow Road,St. Paul's,44,4005,13446,6226.077908244764
Bow Road,Stamford Brook,4,4005,784,18056.157638372126
Bow Road,Stanmore,0,4005,983,28689.078139700105
Bow Road,Stepney Green,25,4005,1879,1654.1653627924704
Bow Road,Stockwell,3,4005,1623,10637.693375538332
Bow Road,Stratford,31,4005,55954,3429.8717943293386
Bow Road,Sudbury Town,0,4005,218,27516.80324879669
Bow Road,Swiss Cottage,0,4005,2598,13721.454484796213
Bow Road,Temple,77,4005,6780,7366.331297002824
Bow Road,Tooting Bec,0,4005,1239,15632.794987541776
Bow Road,Tooting Broadway,4,4005,4506,16707.71831436314
Bow Road,Tottenham Court Road,99,4005,19126,8683.736923804414
Bow Road,Tottenham Hale,0,4005,3239,10828.899495766778
Bow Road,Totteridge & Whetstone,0,4005,287,22791.79640412133
Bow Road,Tower Hill,86,4005,8286,4536.851288029953
Bow Road,Tufnell Park,2,4005,557,12428.141661882923
Bow Road,Turnham Green,3,4005,1515,18660.911745637233
Bow Road,Turnpike Lane,0,4005,992,14487.980379247196
Bow Road,Upminster,2,4005,1132,20574.176167540838
Bow Road,Upminster Bridge,2,4005,568,19263.43233337679
Bow Road,Upney,6,4005,485,9561.815016627645
Bow Road,Upton Park,32,4005,1642,4471.9732867911525
Bow Road,Uxbridge,1,4005,4316,37154.258395047385
Bow Road,Vauxhall,22,4005,16242,12144.53129482612
Bow Road,Victoria,40,4005,33251,10107.834330023727
Bow Road,Walthamstow Central,0,4005,5271,10591.069874109822
Bow Road,Wanstead,1,4005,419,8892.583050049985
Bow Road,Warren Street,4,4005,17309,9624.157414374553
Bow Road,Warwick Avenue,0,4005,1174,13368.684136446305
Bow Road,Waterloo,36,4005,23466,7919.466088492857
Bow Road,Wembley Park,2,4005,5759,21413.480766275883
Bow Road,West Brompton,8,4005,5859,14675.577566489872
Bow Road,West Ham,34,4005,5487,2221.0096191818157
Bow Road,West Hampstead,1,4005,5856,14902.945688270032
Bow Road,West Kensington,6,4005,1345,15052.247552226805
Bow Road,Westbourne Park,8,4005,1347,14342.74460106442
Bow Road,Westminster,70,4005,15466,8769.808648996574
Bow Road,White City,16,4005,5966,16422.655608790774
Bow Road,Whitechapel,323,4005,17633,2734.308410563067
Bow Road,Willesden Green,1,4005,830,17103.60033701437
Bow Road,Willesden Junction,0,4005,4165,17621.07826529669
Bow Road,Wimbledon,9,4005,6295,23019.96981608984
Bow Road,Wimbledon Park,4,4005,596,21364.096796601603
Bow Road,Wood Green,3,4005,2146,15418.793533371048
Bow Road,Wood Lane,5,4005,1578,16362.075416890078
Bow Road,Woodford,0,4005,706,11911.078452255815
Bow Road,Woodside Park,1,4005,745,21314.688071534205
Brent Cross,Aldgate,8,1494,7782,13554.837806279831
Brent Cross,Aldgate East,6,1494,7932,13798.615343028405
Brent Cross,Angel,35,1494,8103,10552.834699045608
Brent Cross,Archway,4,1494,2193,10146.656962853858
Brent Cross,Baker Street,7,1494,14973,11861.464482778507
Brent Cross,Balham,1,1494,3814,20218.077767717026
Brent Cross,Bank and Monument,98,1494,78549,13175.505794829864
Brent Cross,Barbican,4,1494,9134,11691.412884039963
Brent Cross,Barking,0,1494,7004,25690.767043771768
Brent Cross,Barons Court,3,1494,2956,17087.3201490008
Brent Cross,Belsize Park,34,1494,2255,5078.760873993751
Brent Cross,Bermondsey,3,1494,3172,16150.005830154483
Brent Cross,Bethnal Green,0,1494,4660,15239.961579659908
Brent Cross,Blackfriars,8,1494,10849,13208.25302219143
Brent Cross,Blackhorse Road,2,1494,2955,19435.601217706277
Brent Cross,Bond Street,10,1494,20967,10800.31634352758
Brent Cross,Borough,7,1494,3254,14576.798080693337
Brent Cross,Bow Road,1,1494,1193,17496.243818065836
Brent Cross,Brixton,6,1494,5084,17784.826259281286
Brent Cross,Burnt Oak,135,1494,649,4592.515329547
Brent Cross,Caledonian Road,1,1494,1803,11407.182960495089
Brent Cross,Camden Town,37,1494,6348,7110.617149200065
Brent Cross,Canada Water,2,1494,20443,17139.50746752338
Brent Cross,Canary Wharf,25,1494,58772,18562.835418271217
Brent Cross,Canning Town,0,1494,15428,20610.596444531377
Brent Cross,Cannon Street,2,1494,4698,13504.813477838186
Brent Cross,Chalk Farm,14,1494,1329,6116.851272326619
Brent Cross,Chancery Lane,21,1494,15391,11514.909495809774
Brent Cross,Charing Cross,18,1494,7016,11321.323123377802
Brent Cross,Clapham Common,1,1494,2020,17793.158631036164
Brent Cross,Clapham North,2,1494,1238,17150.404563426484
Brent Cross,Clapham South,1,1494,1513,19045.46559487953
Brent Cross,Colindale,31,1494,2081,3286.1155735138946
Brent Cross,Colliers Wood,0,1494,865,23548.511455708285
Brent Cross,Covent Garden,2,1494,4355,11224.779553496679
Brent Cross,Dagenham Heathway,0,1494,1108,30413.37949581112
Brent Cross,Ealing Broadway,2,1494,4846,23676.602789222765
Brent Cross,Earl's Court,6,1494,6613,15582.547529960957
Brent Cross,East Ham,0,1494,2062,23268.483391025493
Brent Cross,Edgware,44,1494,772,6110.629808801435
Brent Cross,Edgware Road,3,1494,6868,12896.283340169428
Brent Cross,Elephant & Castle,11,1494,6427,14000.452445247594
Brent Cross,Embankment,6,1494,10220,11661.648954201062
Brent Cross,Euston,36,1494,16800,8484.193250182614
Brent Cross,Fairlop,0,1494,182,32116.046234595942
Brent Cross,Farringdon,30,1494,25592,11230.510414452074
Brent Cross,Finchley Central,0,1494,1921,15856.395699815155
Brent Cross,Finsbury Park,4,1494,6769,13461.938215352222
Brent Cross,Fulham Broadway,1,1494,4200,17092.67763528914
Brent Cross,Gants Hill,1,1494,601,27459.051588435643
Brent Cross,Gloucester Road,8,1494,5194,14672.4454995297
Brent Cross,Golders Green,12,1494,1871,1515.0884549996538
Brent Cross,Goodge Street,32,1494,6457,9628.865219385912
Brent Cross,Green Park,23,1494,26754,11256.529458920533
Brent Cross,Greenford,1,1494,1157,26528.84232884668
Brent Cross,Hainault,0,1494,356,32994.71065512551
Brent Cross,Hammersmith,9,1494,18250,17981.13804808765
Brent Cross,Hampstead,26,1494,2010,3900.773923178078
Brent Cross,Hatton Cross,0,1494,1219,34425.851675949205
Brent Cross,Heathrow Terminal 5,1,1494,975,39293.76287711323
Brent Cross,Heathrow Terminals 2 & 3,1,1494,2406,36838.53082194815
Brent Cross,Hendon Central,10,1494,1878,1133.620283972854
Brent Cross,High Barnet,3,1494,953,22109.398791254218
Brent Cross,High Street Kensington,4,1494,5427,15159.391005171747
Brent Cross,Highbury & Islington,10,1494,25385,11954.343451757688
Brent Cross,Highgate,2,1494,856,11736.854668716964
Brent Cross,Holborn,17,1494,22346,10949.434569013685
Brent Cross,Holland Park,0,1494,2063,14898.481705698143
Brent Cross,Holloway Road,3,1494,1696,12022.476154562139
Brent Cross,Hounslow Central,0,1494,708,30143.351866331534
Brent Cross,Hounslow East,0,1494,843,29397.67534254295
Brent Cross,Hounslow West,0,1494,401,31622.419365766025
Brent Cross,Hyde Park Corner,3,1494,2410,12036.399586278865
Brent Cross,Kennington,1,1494,1161,14191.238668635384
Brent Cross,Kentish Town,9,1494,3404,8388.548364841317
Brent Cross,King's Cross St. Pancras,33,1494,33330,9372.535437521135
Brent Cross,Knightsbridge,9,1494,6821,12620.340919182298
Brent Cross,Ladbroke Grove,1,1494,2131,16397.493505616825
Brent Cross,Lambeth North,1,1494,1319,13004.746326280429
Brent Cross,Lancaster Gate,1,1494,1820,12702.319123958836
Brent Cross,Latimer Road,1,1494,1109,17057.057552835246
Brent Cross,Leicester Square,25,1494,8847,10859.257361619348
Brent Cross,Leyton,0,1494,1447,21489.53328102889
Brent Cross,Leytonstone,2,1494,1844,23153.399302463855
Brent Cross,Liverpool Street,19,1494,61122,12832.769052127122
Brent Cross,London Bridge,38,1494,29930,14062.217229047534
Brent Cross,Manor House,2,1494,1311,14578.063690999656
Brent Cross,Mansion House,3,1494,7815,13752.988665315179
Brent Cross,Marble Arch,4,1494,6145,11483.74022626821
Brent Cross,Marylebone,1,1494,4250,12399.753814110087
Brent Cross,Mile End,4,1494,3759,16871.325429280725
Brent Cross,Moorgate,72,1494,24574,12398.689033153405
Brent Cross,Morden,1,1494,1447,26160.180145623264
Brent Cross,Mornington Crescent,20,1494,2927,7704.419914727203
Brent Cross,North Acton,2,1494,3168,20248.271199123337
Brent Cross,North Greenwich,1,1494,6276,20392.610768150345
Brent Cross,Notting Hill Gate,3,1494,5490,14198.762568959104
Brent Cross,Old Street,50,1494,15897,12073.461523277796
Brent Cross,Oval,6,1494,2544,15106.383989039052
Brent Cross,Oxford Circus,38,1494,44368,10245.986059372304
Brent Cross,Paddington,7,1494,20198,13684.897185330732
Brent Cross,Parsons Green,2,1494,2711,17795.008632618345
Brent Cross,Piccadilly Circus,5,1494,13641,11209.801218391669
Brent Cross,Pimlico,6,1494,5585,13865.95657315114
Brent Cross,Plaistow,0,1494,1049,20647.10672345386
Brent Cross,Putney Bridge,2,1494,2494,18789.447469265204
Brent Cross,Queensway,1,1494,1882,13560.45199124559
Brent Cross,Richmond,0,1494,5397,25630.89001922269
Brent Cross,Russell Square,7,1494,5172,10243.013143256265
Brent Cross,Seven Sisters,18,1494,10191,16867.89049038174
Brent Cross,Shepherd's Bush,3,1494,9890,15810.142366370505
Brent Cross,Sloane Square,5,1494,8229,13631.839330081384
Brent Cross,South Kensington,16,1494,15325,13921.123866472693
Brent Cross,South Wimbledon,1,1494,1361,24626.954586859636
Brent Cross,South Woodford,1,1494,766,26127.45672936639
Brent Cross,Southfields,0,1494,1351,21478.83005911952
Brent Cross,Southgate,1,1494,874,22669.33522480253
Brent Cross,Southwark,6,1494,10326,13087.483137100031
Brent Cross,St. James's Park,13,1494,13339,12976.133329436654
Brent Cross,St. Paul's,12,1494,13446,12610.047067552132
Brent Cross,Stepney Green,0,1494,1879,15842.078455273366
Brent Cross,Stockwell,0,1494,1623,16198.108782202697
Brent Cross,Stratford,8,1494,55954,19358.193883160995
Brent Cross,Temple,3,1494,6780,12456.22410110569
Brent Cross,Tooting Bec,1,1494,1239,21193.210394206137
Brent Cross,Tooting Broadway,5,1494,4506,22268.1337210275
Brent Cross,Tottenham Court Road,36,1494,19126,10273.327821235336
Brent Cross,Tottenham Hale,2,1494,3239,18021.447220131533
Brent Cross,Totteridge & Whetstone,0,1494,287,19516.786884455625
Brent Cross,Tower Hill,7,1494,8286,14015.220489071926
Brent Cross,Tufnell Park,0,1494,557,9153.132142217217
Brent Cross,Turnpike Lane,0,1494,992,16899.700424802817
Brent Cross,Upton Park,0,1494,1642,21968.217104856987
Brent Cross,Vauxhall,10,1494,16242,14691.27086291491
Brent Cross,Victoria,41,1494,33251,12466.104606118592
Brent Cross,Walthamstow Central,2,1494,5271,20994.589727607166
Brent Cross,Warren Street,32,1494,17309,9096.300096673946
Brent Cross,Waterloo,43,1494,23466,12431.067969663573
Brent Cross,West Brompton,1,1494,5859,16149.926753433261
Brent Cross,West Ham,2,1494,5487,19717.25343724765
Brent Cross,West Kensington,0,1494,1345,16526.596739170192
Brent Cross,Westminster,5,1494,15466,12415.395023078048
Brent Cross,White City,1,1494,5966,17110.61871308548
Brent Cross,Whitechapel,3,1494,17633,14761.93540750277
Brent Cross,Wimbledon,0,1494,6295,24494.31900303323
Brent Cross,Wood Green,0,1494,2146,17830.51357892667
Brent Cross,Woodside Park,1,1494,745,18039.6785518685
Brentwood,Chadwell Heath,14,2174,561,13117.290146909883
Brentwood,Forest Gate,10,2174,816,20736.066490800316
Brentwood,Gidea Park,17,2174,299,7553.798404255559
Brentwood,Goodmayes,8,2174,683,14401.457587313795
Brentwood,Harold Wood,45,2174,530,5269.0968247393685
Brentwood,Ilford,30,2174,1665,17355.79065638939
Brentwood,Liverpool Street,532,2174,61122,29689.517729913237
Brentwood,Manor Park,4,2174,436,19187.267789523914
Brentwood,Maryland,2,2174,350,22039.85629947519
Brentwood,Romford,90,2174,2194,9247.747865390838
Brentwood,Seven Kings,4,2174,559,15385.208179115503
Brentwood,Shenfield,568,2174,933,3348.924498649346
Brentwood,Stratford,850,2174,55954,22991.17355544279
Brixton,Acton Town,26,23381,2202,16094.311565272705
Brixton,Aldgate,37,23381,7782,8284.738052148316
Brixton,Aldgate East,112,23381,7932,8526.78237757949
Brixton,Alperton,6,23381,741,21067.349173119757
Brixton,Amersham,1,23381,256,47877.027312660386
Brixton,Angel,119,23381,8103,9998.79517964774
Brixton,Archway,38,23381,2193,13710.248923735015
Brixton,Arnos Grove,11,23381,748,21010.858674835592
Brixton,Arsenal,8,23381,315,13009.860056510903
Brixton,Baker Street,214,23381,14973,9312.398024568254
Brixton,Balham,40,23381,3814,5606.686462592922
Brixton,Bank and Monument,666,23381,78549,6847.844870344907
Brixton,Barbican,87,23381,9134,8331.937781134808
Brixton,Barking,8,23381,7004,20418.934078322854
Brixton,Barkingside,1,23381,262,25976.826221991803
Brixton,Barons Court,68,23381,2956,10823.858285196377
Brixton,Bayswater,5,23381,615,11124.749694466067
Brixton,Becontree,1,23381,456,23713.369919188804
Brixton,Belsize Park,55,23381,2255,12706.065385287533
Brixton,Bermondsey,26,23381,3172,8048.922037234186
Brixton,Bethnal Green,50,23381,4660,10096.528279778448
Brixton,Blackfriars,172,23381,10849,7862.074600420714
Brixton,Blackhorse Road,42,23381,2955,19629.272522957122
Brixton,Bond Street,201,23381,20967,7677.188450250763
Brixton,Borough,125,23381,3254,5446.552584481434
Brixton,Boston Manor,6,23381,892,19605.979493543546
Brixton,Bounds Green,12,23381,778,19656.611248072986
Brixton,Bow Road,7,23381,1193,12224.410852616922
Brixton,Brent Cross,4,23381,450,17784.826259281286
Brixton,Bromley-by-Bow,5,23381,1613,13233.175860773972
Brixton,Buckhurst Hill,0,23381,228,25202.46119642085
Brixton,Burnt Oak,4,23381,649,22377.341588828283
Brixton,Caledonian Road,47,23381,1803,11727.855319386372
Brixton,Camden Town,202,23381,6348,10674.20911008122
Brixton,Canada Water,19,23381,20443,9038.423674603082
Brixton,Canary Wharf,399,23381,58772,11640.244124438981
Brixton,Canning Town,52,23381,15428,14282.93552004642
Brixton,Cannon Street,21,23381,4698,7177.152553353229
Brixton,Canons Park,4,23381,526,25969.215216605182
Brixton,Chalfont & Latimer,1,23381,554,44491.361015320435
Brixton,Chalk Farm,39,23381,1329,11667.974986954665
Brixton,Chancery Lane,359,23381,15391,8681.783591715955
Brixton,Charing Cross,63,23381,7016,6655.796363253607
Brixton,Chesham,0,23381,243,50807.24600382941
Brixton,Chigwell,0,23381,148,26449.935830424824
Brixton,Chiswick Park,24,23381,1517,14822.155767266095
Brixton,Chorleywood,2,23381,702,40978.50672968021
Brixton,Clapham Common,7,23381,2020,3181.7673259120593
Brixton,Clapham North,5,23381,1238,2539.0132583023787
Brixton,Clapham South,22,23381,1513,4434.0742897554255
Brixton,Cockfosters,4,23381,262,26199.591356382793
Brixton,Colindale,31,23381,2081,21070.94183279518
Brixton,Colliers Wood,15,23381,865,8937.120150584182
Brixton,Covent Garden,90,23381,4355,7483.384316889393
Brixton,Croxley,2,23381,340,36940.041285272346
Brixton,Dagenham East,2,23381,649,26420.75191634677
Brixton,Dagenham Heathway,3,23381,1108,25141.546530362208
Brixton,Debden,4,23381,865,29090.01358187912
Brixton,Dollis Hill,13,23381,847,17049.452693649848
Brixton,Ealing Broadway,58,23381,4846,18686.198163312198
Brixton,Ealing Common,4,23381,915,17120.923899840294
Brixton,Earl's Court,85,23381,6613,9319.085666156534
Brixton,East Acton,28,23381,1505,15122.094391500652
Brixton,East Finchley,16,23381,1253,17049.448698159624
Brixton,East Ham,7,23381,2062,17996.65042557658
Brixton,East Putney,3,23381,1877,13584.520816676993
Brixton,Eastcote,1,23381,364,28994.428596557438
Brixton,Edgware,7,23381,772,23895.456068082716
Brixton,Edgware Road,173,23381,6868,10347.216881959175
Brixton,Elephant & Castle,55,23381,6427,4625.433092711837
Brixton,Elm Park,1,23381,269,28716.54206487531
Brixton,Embankment,143,23381,10220,6315.470532430347
Brixton,Epping,0,23381,498,35037.4008740636
Brixton,Euston,590,23381,16800,9300.63300909867
Brixton,Fairlop,1,23381,182,27145.532278151055
Brixton,Farringdon,274,23381,25592,8792.840250722697
Brixton,Finchley Central,30,23381,1921,19419.98766069631
Brixton,Finchley Road,29,23381,3417,12846.983105712345
Brixton,Finsbury Park,184,23381,6769,13782.610574243505
Brixton,Fulham Broadway,76,23381,4200,10829.215771484718
Brixton,Gants Hill,3,23381,601,22488.537631990755
Brixton,Gloucester Road,100,23381,5194,8408.983635725275
Brixton,Golders Green,21,23381,1871,16269.73780428163
Brixton,Goldhawk Road,1,23381,370,12723.24630327415
Brixton,Goodge Street,46,23381,6457,8348.254267245497
Brixton,Great Portland Street,2,23381,6936,10141.926198631567
Brixton,Green Park,1159,23381,26754,6528.29680036075
Brixton,Greenford,14,23381,1157,22583.171531138658
Brixton,Gunnersbury,61,23381,4775,15419.085441328163
Brixton,Hainault,0,23381,356,28024.196698680626
Brixton,Hammersmith,329,23381,18250,11717.676184283226
Brixton,Hampstead,25,23381,2010,13884.052336103206
Brixton,Hanger Lane,34,23381,1493,18756.875883350873
Brixton,Harlesden,6,23381,1668,16914.958670284326
Brixton,Harrow & Wealdstone,0,23381,1335,25579.475622493614
Brixton,Harrow-on-the-Hill,19,23381,3019,24569.185445062223
Brixton,Hatton Cross,5,23381,1219,28162.389812144782
Brixton,Heathrow Terminal 4,2,23381,693,30038.722478214324
Brixton,Heathrow Terminal 5,9,23381,975,33030.3010133088
Brixton,Heathrow Terminals 2 & 3,21,23381,2406,30575.06895814373
Brixton,Hendon Central,32,23381,1878,18918.44654325414
Brixton,High Barnet,7,23381,953,25672.990752135374
Brixton,High Street Kensington,168,23381,5427,9414.08939025681
Brixton,Highbury & Islington,510,23381,25385,12275.01581064897
Brixton,Highgate,13,23381,856,15300.44662959812
Brixton,Hillingdon,3,23381,318,33709.61606339595
Brixton,Holborn,345,23381,22346,8116.308664919868
Brixton,Holland Park,58,23381,2063,11074.43696320849
Brixton,Holloway Road,31,23381,1696,12343.148513453421
Brixton,Hornchurch,0,23381,451,30260.90921171864
Brixton,Hounslow Central,5,23381,708,23879.890002527107
Brixton,Hounslow East,3,23381,843,23134.213478738522
Brixton,Hounslow West,2,23381,401,25358.9575019616
Brixton,Hyde Park Corner,13,23381,2410,7308.166927719082
Brixton,Ickenham,0,23381,282,32585.185478486354
Brixton,Kennington,5,23381,1161,3785.880817996026
Brixton,Kensal Green,7,23381,472,15902.2303906754
Brixton,Kensington,0,23381,2252,10865.754394618709
Brixton,Kentish Town,62,23381,3404,11952.140325722474
Brixton,Kenton,0,23381,768,23798.82145163498
Brixton,Kew Gardens,9,23381,792,17199.30791967979
Brixton,Kilburn,28,23381,1953,14618.31484514286
Brixton,Kilburn Park,21,23381,823,13707.814033758732
Brixton,King's Cross St. Pancras,885,23381,33330,9693.207796412418
Brixton,Kingsbury,4,23381,1018,23029.957521511555
Brixton,Knightsbridge,126,23381,6821,7892.108260622515
Brixton,Ladbroke Grove,22,23381,2131,13848.427047406572
Brixton,Lambeth North,4,23381,1319,5621.139211679002
Brixton,Lancaster Gate,25,23381,1820,9579.19123068202
Brixton,Latimer Road,9,23381,1109,14242.619553533787
Brixton,Leicester Square,154,23381,8847,7117.8621250120605
Brixton,Leyton,3,23381,1447,16519.019324584002
Brixton,Leytonstone,5,23381,1844,18182.885346018968
Brixton,Liverpool Street,215,23381,61122,7689.335752245661
Brixton,London Bridge,382,23381,29930,5961.133436127237
Brixton,Loughton,1,23381,655,27037.91678400518
Brixton,Maida Vale,21,23381,949,12856.04205595538
Brixton,Manor House,22,23381,1311,14898.736049890938
Brixton,Mansion House,93,23381,7815,7425.327740830223
Brixton,Marble Arch,122,23381,6145,8360.612332991393
Brixton,Marylebone,136,23381,4250,9850.687355899834
Brixton,Mile End,24,23381,3759,11599.49246383181
Brixton,Mill Hill East,4,23381,681,20942.168155469408
Brixton,Moor Park,0,23381,550,34029.95063544529
Brixton,Moorgate,489,23381,24574,7624.661632021365
Brixton,Morden,22,23381,1447,11548.788840499157
Brixton,Mornington Crescent,71,23381,2927,10084.008863200183
Brixton,Neasden,7,23381,732,17835.020880443288
Brixton,Newbury Park,1,23381,559,24846.291036288465
Brixton,North Acton,65,23381,3168,16302.600401415315
Brixton,North Ealing,1,23381,332,18045.315420229137
Brixton,North Greenwich,46,23381,6276,13470.01947431811
Brixton,North Harrow,1,23381,190,26548.7744444749
Brixton,North Wembley,1,23381,365,21476.094076298552
Brixton,Northfields,4,23381,864,18675.14909098911
Brixton,Northolt,5,23381,663,24401.575274694314
Brixton,Northwick Park,14,23381,1713,23266.069214512703
Brixton,Northwood,2,23381,1018,31811.73451704106
Brixton,Northwood Hills,3,23381,488,30225.09447644639
Brixton,Notting Hill Gate,119,23381,5490,10374.717826469452
Brixton,Oakwood,5,23381,423,24855.63737151034
Brixton,Old Street,470,23381,15897,8478.168355415552
Brixton,Osterley,2,23381,521,22166.737196816874
Brixton,Oval,15,23381,2544,2870.7354975923577
Brixton,Oxford Circus,2411,23381,44368,7538.84019990898
Brixton,Paddington,355,23381,20198,11135.83072712048
Brixton,Park Royal,19,23381,1552,19144.949033749686
Brixton,Parsons Green,35,23381,2711,11531.546768813922
Brixton,Perivale,10,23381,532,20986.763131767522
Brixton,Piccadilly Circus,78,23381,13641,7227.597014330972
Brixton,Pimlico,475,23381,5585,3918.869686130146
Brixton,Pinner,2,23381,292,28066.488765866765
Brixton,Plaistow,1,23381,1049,15375.273758004947
Brixton,Preston Road,0,23381,411,21532.953038161686
Brixton,Putney Bridge,26,23381,2494,12525.985605460783
Brixton,Queen's Park,37,23381,2167,14517.631492945793
Brixton,Queensbury,2,23381,439,24275.943168906433
Brixton,Queensway,44,23381,1882,10437.324097968774
Brixton,Ravenscourt Park,38,23381,1895,12557.766521570988
Brixton,Rayners Lane,1,23381,426,27175.11157305286
Brixton,Redbridge,1,23381,198,21030.796235973827
Brixton,Regent's Park,101,23381,3364,8516.873948590188
Brixton,Richmond,9,23381,5397,19367.42815541827
Brixton,Rickmansworth,2,23381,937,37427.14195521033
Brixton,Royal Oak,6,23381,856,12073.113187628438
Brixton,Ruislip,0,23381,257,30799.527611589205
Brixton,Ruislip Gardens,2,23381,167,27611.39095446319
Brixton,Ruislip Manor,1,23381,408,30120.646318437768
Brixton,Russell Square,51,23381,5172,8822.730090677289
Brixton,Seven Sisters,141,23381,10191,17154.55690496339
Brixton,Shepherd's Bush,137,23381,9890,11864.471568662479
Brixton,Shepherd's Bush Market,0,23381,416,13162.526125032568
Brixton,Sloane Square,169,23381,8229,6484.456377125485
Brixton,Snaresbrook,2,23381,512,19841.09440968065
Brixton,South Ealing,11,23381,670,18222.2127256145
Brixton,South Harrow,1,23381,387,25830.132873917224
Brixton,South Kensington,349,23381,15325,7657.6620026682685
Brixton,South Kenton,0,23381,261,22411.82896160909
Brixton,South Ruislip,2,23381,289,26725.51118170039
Brixton,South Wimbledon,18,23381,1361,10015.56328173553
Brixton,South Woodford,1,23381,766,21156.942772921502
Brixton,Southfields,3,23381,1351,15215.368195315097
Brixton,Southgate,13,23381,874,22990.00758369381
Brixton,Southwark,91,23381,10326,6202.466684404295
Brixton,St. James's Park,103,23381,13339,6096.009027831239
Brixton,St. John's Wood,63,23381,3982,11451.295837340145
Brixton,St. Paul's,134,23381,13446,7697.356796317655
Brixton,Stamford Brook,21,23381,784,13267.044961511088
Brixton,Stanmore,5,23381,983,27388.838738466286
Brixton,Stepney Green,11,23381,1879,10570.24548982445
Brixton,Stockwell,33,23381,1623,1586.7174770785898
Brixton,Stonebridge Park,4,23381,729,18409.897885516784
Brixton,Stratford,160,23381,55954,14387.679926716108
Brixton,Sudbury Hill,2,23381,277,24344.685645433674
Brixton,Sudbury Town,0,23381,218,22727.690571935647
Brixton,Swiss Cottage,53,23381,2598,12421.215083562396
Brixton,Temple,105,23381,6780,7110.045679334975
Brixton,Tooting Bec,20,23381,1239,6581.819089082032
Brixton,Tooting Broadway,74,23381,4506,7656.742415903398
Brixton,Tottenham Court Road,181,23381,19126,7703.791665396072
Brixton,Tottenham Hale,104,23381,3239,18308.113634713183
Brixton,Totteridge & Whetstone,1,23381,287,23080.37884533678
Brixton,Tower Hill,107,23381,8286,7687.55956458697
Brixton,Tufnell Park,13,23381,557,12716.724103098373
Brixton,Turnham Green,36,23381,1515,13871.7990687762
Brixton,Turnpike Lane,16,23381,992,17220.372783694096
Brixton,Upminster,0,23381,1132,32798.587020157756
Brixton,Upminster Bridge,0,23381,568,31487.843185993708
Brixton,Upney,0,23381,485,21786.225869244565
Brixton,Upton Park,5,23381,1642,16696.384139408074
Brixton,Uxbridge,25,23381,4316,35854.018993813566
Brixton,Vauxhall,1801,23381,16242,3093.555396366377
Brixton,Victoria,1602,23381,33251,5318.721653162693
Brixton,Walthamstow Central,80,23381,5271,18070.284013056233
Brixton,Wanstead,0,23381,419,19850.391182436753
Brixton,Warren Street,1057,23381,17309,8688.526162607339
Brixton,Warwick Avenue,28,23381,1174,12068.444735212488
Brixton,Waterloo,130,23381,23466,5546.0515169678365
Brixton,Watford,0,23381,961,38994.83905818597
Brixton,Wembley Central,4,23381,1327,20127.98910201612
Brixton,Wembley Park,52,23381,5759,20113.241365042064
Brixton,West Acton,4,23381,488,18114.0559530938
Brixton,West Brompton,45,23381,5859,9886.464889628838
Brixton,West Finchley,2,23381,91,20656.783961184356
Brixton,West Ham,11,23381,5487,14445.420471798738
Brixton,West Hampstead,34,23381,5856,13602.706287036215
Brixton,West Harrow,0,23381,122,25811.031784182163
Brixton,West Kensington,39,23381,1345,10263.134875365771
Brixton,West Ruislip,0,23381,194,29735.770707205127
Brixton,Westbourne Park,19,23381,1347,13042.505199830603
Brixton,Westminster,104,23381,15466,6396.394077471554
Brixton,White City,212,23381,5966,13164.947915377457
Brixton,Whitechapel,27,23381,17633,9490.102442053854
Brixton,Willesden Green,12,23381,830,15803.36093578055
Brixton,Willesden Junction,17,23381,4165,15770.744670114602
Brixton,Wimbledon,0,23381,6295,18230.85713922881
Brixton,Wimbledon Park,3,23381,596,16574.984119740573
Brixton,Wood Green,42,23381,2146,18151.18593781795
